,Production Run ID,Date,Temperature (°C),Pressure (Pa),Cooling Rate (°C/min),Machine Speed (RPM),Raw Material Quality (Score),Humidity (%),Ambient Temperature (°C),Maintenance (Days Since),Operator Shift,Batch Size (Units),Energy Consumption (kWh),Production Line,Production Output (Units),Defect Rate (%),Downtime (Minutes)
3012,3013,2023-05-06 12:00:00,203.15519384595748,4666.750262113528,4.891628485945567,1515.4407216889101,85.07889829530828,48.99822388965237,23.660617613944297,40.0,Night,91.0,52.18235531073372,Line 1,1062,2.3070993971378,37.0
3013,3014,2023-05-06 13:00:00,198.37400307013309,5437.626502979816,5.748779583863229,1577.1851385141822,87.40142298872078,,28.151939395558436,33.0,Day,95.0,46.66473329071307,Line 1,1026,1.971418418933202,28.0
3014,3015,2023-05-06 14:00:00,197.14749501468282,4975.508626650364,5.111386828351757,1532.87449674706,87.1258129398952,46.21559037950127,25.80872882308875,31.0,Night,117.0,52.28548188172992,Line 1,985,1.5822475849187303,38.0
3015,3016,2023-05-06 15:00:00,,5288.898671704039,4.7949191386026655,1554.9413427435738,78.53374203983701,53.02518638593882,22.463651396541373,31.0,Day,93.0,49.95161934545393,Line 2,968,2.512836300242866,27.0
3016,3017,2023-05-06 16:00:00,209.86521133525142,4948.378156196837,4.520235346630996,1456.4979863575434,78.91557432210504,45.68217009670054,27.45974097434454,31.0,Day,97.0,42.74880909374213,Line 1,1029,2.1044445665164484,27.0
3017,3018,2023-05-06 17:00:00,189.38692195139294,5109.95660990832,4.823690144772354,1478.3960274983829,88.93028712775003,56.10543153300508,19.814996657110612,31.0,Night,96.0,49.24666665866505,Line 2,1024,2.1513217145066954,36.0
3018,3019,2023-05-06 18:00:00,202.55241776659759,4862.903676316346,5.006363246132543,1504.1292876760074,87.15821736232286,56.59163427105541,23.95636708981533,25.0,Night,109.0,56.340754938255756,Line 2,985,2.3639554791317727,31.0
3019,3020,2023-05-06 19:00:00,203.25201616499896,4866.78519750952,4.441056803187494,1525.2163017946427,84.40322696910961,41.69256204132762,23.632659303000217,30.0,Night,100.0,51.59857408220066,Line 3,1018,2.204286079018588,26.0
3020,3021,2023-05-06 20:00:00,197.94536033871594,5361.922842391488,5.320042391393895,1517.2865178333404,86.9948257535977,55.13149331024092,26.296699203028673,32.0,Night,93.0,45.79351868100636,Line 3,1032,3.2259301587047893,28.0
3021,3022,2023-05-06 21:00:00,186.34289706678567,5187.944190842838,4.57603480581433,1589.8926906129045,92.24806155091458,43.790222117144964,16.93721949414538,33.0,Night,96.0,52.100525053930916,Line 3,964,2.705206741960766,35.0
3022,3023,2023-05-06 22:00:00,179.45425911801408,4994.41362846024,4.270985691802105,1466.7069417872058,89.61708888110887,47.83977221947285,25.699685652277886,24.0,Night,112.0,45.553944996564105,Line 2,996,1.1132555503049115,22.0
3023,3024,2023-05-06 23:00:00,201.72246628854785,5186.9041286899155,4.339812813762326,1523.3185008214068,86.31603152847673,49.887562466688344,26.118147672245172,35.0,Day,118.0,49.91727741727389,Line 1,1020,2.6241195971284466,26.0
3024,3025,2023-05-07 00:00:00,183.06853783179824,4864.42406517496,4.759850726331469,1525.4655682473535,,47.744161247387545,22.617193610600978,29.0,Day,101.0,49.96764313728856,Line 3,1031,1.8831951664989584,
3025,3026,2023-05-07 01:00:00,194.7645929519217,5000.311405909932,5.2739583450232965,,92.37097594500257,48.21913266361023,24.088366448757203,21.0,Day,,48.76769569063949,Line 3,1014,1.693538345345631,22.0
3026,3027,2023-05-07 02:00:00,206.8441250111468,5020.447777182497,5.82002281424859,1496.750806970847,82.94352204156216,,25.105321265922445,,Night,,47.856857183983884,Line 1,1068,1.4058532833143107,30.0
3027,3028,2023-05-07 03:00:00,204.15912013358917,4848.310707538856,4.880010597422016,1466.8464349661378,86.15184522280707,55.35192138202514,,33.0,Day,112.0,47.137401708945085,Line 3,985,2.732194508287314,37.0
3028,3029,2023-05-07 04:00:00,194.03413408197144,4822.111674437635,5.166258665774007,1514.7749405439345,84.88075162600768,49.42904904047976,,35.0,Day,102.0,46.55534691676805,Line 1,1004,1.372930245372052,28.0
3029,3030,2023-05-07 05:00:00,,4622.285202442364,4.964714959180957,1434.0740469837717,81.82313469151647,49.987221201514195,24.82820174280211,34.0,Day,97.0,47.245745352516494,Line 1,1026,2.024049138789783,31.0
3030,3031,2023-05-07 06:00:00,205.26042351530467,4806.491549902363,3.934852541597797,1584.577676780236,83.99672834327043,53.15592766591672,26.439268019075133,30.0,Night,98.0,58.148079832059594,Line 2,1024,2.5587296799642254,26.0
3031,3032,2023-05-07 07:00:00,195.11954348727562,5365.5787244830135,5.188842388045886,1487.8002373198185,79.91391987000242,44.73625067654666,26.87658290474649,33.0,Day,115.0,49.422367901780106,Line 3,1000,2.1303565872836336,29.0
3032,3033,2023-05-07 08:00:00,215.21154588018726,4644.597192548444,4.989129440705649,1464.3290456188197,90.31268837314069,50.18991521301026,24.344284639581602,22.0,Night,94.0,59.745997113088045,Line 1,979,1.5803411076657072,32.0
3033,3034,2023-05-07 09:00:00,204.87375542477992,4993.079232622637,4.211680217769905,1413.1291441950439,82.81935080488603,48.88226656809746,26.72120911951328,31.0,Day,,57.36759494234902,Line 3,1039,1.8764544816804163,27.0
3034,3035,2023-05-07 10:00:00,192.2026604033312,5030.521069474876,5.845017724189983,1482.2804435654207,86.05865133293477,51.41071993269718,24.77929602266284,30.0,Day,82.0,47.67586096167159,Line 1,1016,1.789016242346961,39.0
3035,3036,2023-05-07 11:00:00,179.4702748156467,4950.04669539791,,1488.151250536424,90.23155544513695,44.16784665375833,,,Night,93.0,51.95137574226505,Line 2,1006,1.6799909093774374,24.0
3036,3037,2023-05-07 12:00:00,202.23898687411855,5174.87223390254,4.16693890158342,1515.2869232881978,91.90072646346553,51.82450583963899,22.49454747921263,28.0,Night,,50.875822203206596,Line 2,1009,2.511910378863387,23.0
3037,3038,2023-05-07 13:00:00,194.9509652464744,4944.9897257634175,5.261792644429358,1489.5175049679121,85.29639039442206,,23.011522053782073,26.0,Night,94.0,50.51617151796562,Line 1,990,1.490495238174105,31.0
3038,3039,2023-05-07 14:00:00,200.20966562580307,5190.696632216408,6.513133086379778,1644.820698250293,84.5247136352812,59.8974286798083,26.38465960811178,37.0,Day,,53.06964251586352,Line 1,1000,2.1144926734307066,35.0
3039,3040,2023-05-07 15:00:00,197.6329615268147,,5.003271149745524,1436.4879216596466,88.52445772687783,43.532729702770794,26.93895915066672,33.0,Day,114.0,45.20638904502761,Line 3,982,2.467911935973247,29.0
3040,3041,2023-05-07 16:00:00,178.0184652362331,4729.3438120921755,5.345299728833362,1530.700192176031,87.06197822066886,61.57403960670552,26.506912566939615,30.0,Night,106.0,,Line 3,973,1.4492126026371805,35.0
3041,3042,2023-05-07 17:00:00,197.07853144617042,5232.310235972771,4.715929731821914,1520.2987100271737,79.2751796480569,59.61804137357263,23.722945469827533,32.0,Night,92.0,46.40497737159692,Line 1,933,1.941486156820447,21.0
3042,3043,2023-05-07 18:00:00,188.97462763836486,4937.244242369883,4.775450208631947,1432.6119130028878,93.23414752907334,56.41659059612613,23.770090052948746,27.0,Night,105.0,44.738120183220765,Line 1,1060,1.8498728619946725,31.0
3043,3044,2023-05-07 19:00:00,194.91839584334605,4641.776521655596,5.782026789459731,1483.7186348522653,86.18968965528488,47.47460502893074,24.963661791279495,25.0,Day,84.0,58.23360902801848,Line 3,974,2.347483874305959,31.0
3044,3045,2023-05-07 20:00:00,194.21008984413663,5094.259212726385,5.3178919580699935,1617.4549322888404,89.08563466183698,54.920551590359764,21.6947148323385,41.0,Day,,57.90755066555498,Line 2,1027,1.3039290014926308,30.0
3045,3046,2023-05-07 21:00:00,200.63894320330755,4942.590743855388,5.5348899007936705,1473.8369274965837,86.7733325808309,41.36518458505977,22.55028749954958,33.0,Night,93.0,57.38011898935829,Line 3,1011,2.7897392586560468,36.0
3046,3047,2023-05-07 22:00:00,202.99774469124102,5325.735074261744,4.882454782244507,1601.030401187346,87.56763173438362,39.815766050512934,29.384257245787282,21.0,Night,110.0,53.15005489296189,Line 3,970,2.3503160111750288,26.0
3047,3048,2023-05-07 23:00:00,204.6135494052408,5219.120665620337,5.226123644834983,1494.466849268904,84.1759425541913,47.11865322896366,24.500716794407328,34.0,Night,87.0,44.217961677227926,Line 3,1004,1.2858148472428084,34.0
3048,3049,2023-05-08 00:00:00,176.02128047395226,4819.546569308164,4.961726025885043,1501.6240295785854,88.48373509901992,45.13785869406881,23.427721505991634,37.0,Day,94.0,43.83016254365499,Line 1,974,1.6856682130933036,27.0
3049,3050,2023-05-08 01:00:00,214.2123828288469,5189.797367279692,5.307233816123427,1481.2706441548735,88.38900216343092,40.17545299001867,23.261849093935535,31.0,Day,92.0,58.80128511761183,Line 1,965,2.3096952733707314,37.0
3050,3051,2023-05-08 02:00:00,183.68069195594296,4860.794128492548,4.9432528575033405,1450.362082028664,89.2635393819928,58.10089553967192,25.87254127988198,,Day,104.0,54.71640045391641,Line 1,977,2.5465412912001404,34.0
3051,3052,2023-05-08 03:00:00,199.86548949348742,4668.58652124446,5.889124019502356,1439.313874590971,78.15906559853536,46.42194548180989,31.323930322703404,29.0,Day,89.0,44.800659132423604,Line 3,1017,1.6205952393243461,34.0
3052,3053,2023-05-08 04:00:00,191.7142884726307,4877.084091889554,4.881870423564443,1469.667984289194,,52.32594608306614,28.450914263171747,24.0,Day,94.0,58.111507269567014,Line 2,991,1.685270910802239,26.0
3053,3054,2023-05-08 05:00:00,202.95526986301195,4734.178156170296,5.212833028639567,1537.6308990269129,85.61480075763164,64.06933602482155,21.070587561357527,36.0,Night,90.0,45.65302224258861,Line 2,1005,2.28656933226189,26.0
3054,3055,2023-05-08 06:00:00,181.70518337007843,4997.269662653538,4.099734216873364,1527.0613242763368,,49.439345368017754,28.849580080288455,29.0,Night,113.0,43.44051464870462,Line 3,942,1.7517888311830945,29.0
3055,3056,2023-05-08 07:00:00,215.49238746771297,5386.107773556277,5.595503245969684,1481.465158915786,91.18713913933811,43.5744644856457,22.497868050438147,27.0,Day,110.0,,Line 3,1022,1.625684467391559,27.0
3056,3057,2023-05-08 08:00:00,196.40691720788237,5015.741534295065,4.412852105039057,1593.9640073241692,80.62175276589805,59.33363519013647,23.056423760332613,37.0,Day,92.0,50.41011522370726,Line 3,1016,2.358739462624441,27.0
3057,3058,2023-05-08 09:00:00,205.00538617000606,5092.28149653827,,1457.8509508559175,89.46137558492893,49.26648385579222,23.600646562710864,29.0,Night,84.0,53.70477060257617,Line 1,987,2.112963564847126,43.0
3058,3059,2023-05-08 10:00:00,191.99391174291586,4799.369320973628,4.380977546120814,1522.8870421116621,76.65963628565896,54.24351196704326,21.476478003220343,32.0,Day,108.0,49.10173785041125,Line 1,973,3.294238988496531,34.0
3059,3060,2023-05-08 11:00:00,216.6089131048771,4891.930999338966,4.287592941240974,1434.5890173611094,77.40911639507637,36.39879063605139,28.857452956845364,37.0,Night,87.0,44.414298392370014,Line 3,1018,1.4142829610025793,31.0
3060,3061,2023-05-08 12:00:00,186.27917040235246,5109.051746171029,5.486036683331939,1515.1011847311954,84.88447179939773,51.48420747773248,23.26059383933777,30.0,Night,104.0,48.81428092847579,Line 3,984,1.1951406677274263,
3061,3062,2023-05-08 13:00:00,173.69011672861365,4986.283670715586,4.604805024241515,1525.751812926488,86.7679360714574,49.69228049001623,18.705285779317464,33.0,Night,99.0,49.39562953807495,Line 3,1005,1.6282010448092898,40.0
3062,3063,2023-05-08 14:00:00,213.62910858695923,4855.851762084447,4.270396957541588,1490.1702773174175,88.22355544905864,48.16440194938066,22.458166236062116,25.0,Day,,,Line 1,1002,2.7797450775015506,27.0
3063,3064,2023-05-08 15:00:00,188.2381807592917,5200.560435085023,4.240174186762735,1502.2359100818353,89.87982380361079,54.84124649980924,25.592570569486035,26.0,Night,104.0,51.81770780890686,Line 1,1000,2.192901025380085,39.0
3064,3065,2023-05-08 16:00:00,199.30095397210158,5028.095679880513,5.554141262226009,1476.162281131681,86.60343911837374,46.63182940683578,19.839464097620546,31.0,Night,85.0,47.48414024274075,Line 3,1019,2.2144464800074,26.0
3065,3066,2023-05-08 17:00:00,215.58385317849198,5411.012163849375,4.818484737712237,1546.5266803964653,84.57555618362348,48.607588200828,25.809323280598786,,Night,89.0,47.39283407161012,Line 2,1026,2.284134304881983,29.0
3066,3067,2023-05-08 18:00:00,195.94710332829425,,4.975185821425584,1543.7498119939414,81.022016333431,50.5213670237882,22.334986606417665,27.0,Night,124.0,52.051568511052004,Line 1,1021,1.5925188395170755,35.0
3067,3068,2023-05-08 19:00:00,202.60292387170097,4773.07020208836,5.461025444558142,1521.9159846290606,76.14675846503336,54.33497834936988,28.34844708158344,27.0,Day,102.0,39.52529132709919,Line 3,1019,2.179448253686561,33.0
3068,3069,2023-05-08 20:00:00,208.14969899846,5023.1310882583475,5.295735466766525,1535.0160991812922,88.42820130264336,48.76069114582864,26.36569913482382,28.0,Night,,52.76605607657548,Line 2,955,2.208329834099466,27.0
3069,3070,2023-05-08 21:00:00,200.30051385372772,4759.208030998075,5.096258190265791,1527.6412714566986,80.58655018903849,49.212999963215054,25.240831753067727,32.0,Night,104.0,47.44235335632721,Line 2,959,2.5276630099224375,27.0
3070,3071,2023-05-08 22:00:00,213.01109452927335,5400.99545248087,5.63541160510017,1479.4757710302204,85.72116954842399,49.17185742073718,20.352836394317666,30.0,Night,88.0,54.72093848245533,Line 1,1049,2.005295293445776,26.0
3071,3072,2023-05-08 23:00:00,207.05394347964062,4802.22274549585,4.356637118873974,1517.7969509679226,89.33673569027894,49.143332308998474,21.131008716383775,20.0,Night,92.0,53.669815002747185,Line 2,979,1.6524558996984609,42.0
3072,3073,2023-05-09 00:00:00,191.05975289842544,5222.831450016999,4.846177992249969,1537.6925929395024,,43.4112437197125,23.26487419002197,35.0,Day,100.0,40.2366268353129,Line 3,941,1.7836559291351828,30.0
3073,3074,2023-05-09 01:00:00,207.3176139169347,5190.857072127945,5.453688805662912,1489.7798894182029,84.6253595290765,53.79106146328431,24.31361716413658,27.0,Day,97.0,49.324589813472144,Line 1,964,2.3633058303309546,25.0
3074,3075,2023-05-09 02:00:00,399.3127577275149,14590.491418831687,0.5922468283555186,2292.7534474476274,39.72111038934488,81.19540992128499,44.37943469101032,135.0,Night,455.0,90.06223933460168,Line 3,989,5.922112858567015,
3075,3076,2023-05-09 03:00:00,199.70434648869326,5065.681148172079,5.977552567505123,1433.9208774551976,85.76618156241196,41.87341937104184,25.888767880357054,20.0,Day,88.0,49.03593415692971,Line 3,1017,1.8595058718361521,30.0
3076,3077,2023-05-09 04:00:00,203.3241810233014,5051.164515785975,4.401892842290418,1440.7410894480397,75.90232633708354,47.73943740631422,23.850592311356856,23.0,Night,88.0,55.83569731280792,Line 3,1003,2.7483265008952,35.0
3077,3078,2023-05-09 05:00:00,209.2054635941941,5166.545110921465,5.037221343657625,1504.1517573272256,84.17030584335208,56.61396490645306,29.4251780552071,35.0,Night,90.0,52.66398022082843,Line 1,987,1.926914216884865,28.0
3078,3079,2023-05-09 06:00:00,190.37322661955216,5035.396143561346,,1484.377241130092,85.10729239922526,50.53034744964525,24.729397707043905,25.0,Day,102.0,37.343267866370645,Line 1,938,2.870111251640825,30.0
3079,3080,2023-05-09 07:00:00,213.05463985649357,4866.383796038654,4.918237399148328,1555.0277117611881,,,26.303456205551164,31.0,Day,84.0,54.915028611470355,Line 2,1006,2.617731633985833,39.0
3080,3081,2023-05-09 08:00:00,212.43911341767375,5112.154947756081,5.347505340507316,1490.7839877357408,91.04231555308782,44.42672973605753,29.66110419605294,18.0,Night,104.0,49.52957844936597,Line 2,1014,2.2733299540179717,28.0
3081,3082,2023-05-09 09:00:00,193.6762590527956,5112.8360452373745,6.129756867468274,1557.4314053807361,88.57702526020692,56.292779015680594,27.149720369219196,28.0,Night,95.0,43.556220268562726,Line 1,997,2.048071089604224,34.0
3082,3083,2023-05-09 10:00:00,217.5863221612313,4813.779360493954,4.55004146776157,1498.691713694327,81.53986164986823,46.493707967798535,26.327297155177508,40.0,Day,109.0,54.54735524029368,Line 1,986,2.637909110817607,25.0
3083,3084,2023-05-09 11:00:00,198.26596020513355,4538.922905409819,4.3726537932443215,1517.5541476536805,91.73221834202118,53.434370646780735,26.743714810852133,29.0,Night,94.0,48.976548852296126,Line 1,947,1.9647721835539482,27.0
3084,3085,2023-05-09 12:00:00,205.6727980882208,5118.3105410584785,5.318494947500644,1478.9403916011597,91.38438721228641,59.606112328434584,24.804183227106254,28.0,Night,109.0,52.31762821363675,Line 2,1013,1.360441463369852,30.0
3085,3086,2023-05-09 13:00:00,195.38337000882734,5074.668479955601,4.767714031368647,1493.9861552674322,80.7729313621724,50.616374737659136,25.124773478017232,27.0,Night,84.0,45.94705077266724,Line 3,1060,2.2615012134882067,26.0
3086,3087,2023-05-09 14:00:00,208.19496816300463,5086.360397408726,5.338018284138537,1463.4805154556836,76.77879560544822,57.11151726798451,20.246456461519283,29.0,Day,105.0,,Line 1,999,2.0926166440545297,33.0
3087,3088,2023-05-09 15:00:00,195.55045499976097,5263.802760088955,,1446.989252610771,73.96687338160812,52.335335068602504,22.873587698502444,32.0,Night,114.0,51.9258834099002,Line 1,1005,2.3018554971648704,31.0
3088,3089,2023-05-09 16:00:00,201.59737362752918,5175.219304804521,4.9068529235341405,1546.5030686546443,88.0630943584135,55.05139832492785,24.854344252403422,28.0,Night,86.0,54.540745825847395,Line 2,1033,,35.0
3089,3090,2023-05-09 17:00:00,173.81268521755396,5258.6732145353,4.654724869950518,1553.7531272693002,90.10221951270144,48.74601875534637,26.390453879783568,,Night,89.0,54.41526751341032,Line 2,974,2.309343697310399,36.0
3090,3091,2023-05-09 18:00:00,195.2816840963707,5156.6087448937005,5.048188433696306,1546.5451944320705,82.97817730596309,45.60078373077024,23.697658687051646,22.0,Day,109.0,44.67258254827113,Line 1,1022,1.8533292325764186,31.0
3091,3092,2023-05-09 19:00:00,,5028.790175117805,4.804483914028963,1555.4258188093866,84.88701037268194,47.689827863547535,32.16812454782483,,Night,91.0,50.591476532497204,Line 1,1037,1.52208297339721,30.0
3092,3093,2023-05-09 20:00:00,181.08619804514382,4754.081958186821,5.558154633207299,1510.8013405556674,87.74649498997874,48.225997792983065,27.358330553199444,26.0,Night,104.0,52.63734033518648,Line 2,1000,,
3093,3094,2023-05-09 21:00:00,207.68435170431113,5308.2386341744605,5.052267380201909,1478.0218142123683,86.52730819809494,51.346787041988584,25.74115237270048,35.0,Night,112.0,38.039134052409366,Line 3,993,1.328481878289104,28.0
3094,3095,2023-05-09 22:00:00,196.14380032262414,4958.085458078401,4.36272813965954,1465.0514158624392,86.85877146387922,53.56563216934764,20.664750391207235,38.0,Night,95.0,60.025906079218906,Line 3,1010,1.1872332125845504,36.0
3095,3096,2023-05-09 23:00:00,181.81981158057675,,5.699771654275908,1412.2337925174788,95.57055102577192,42.24955239307673,24.82752134977501,37.0,Night,88.0,,Line 3,977,1.4917957261118766,33.0
3096,3097,2023-05-10 00:00:00,206.0163762319848,5127.412134862072,4.931222104952026,1526.7815320037803,84.20482102000005,50.80537450016946,26.532834875525282,27.0,Day,103.0,51.932010749152305,Line 1,1018,1.832458915499101,25.0
3097,3098,2023-05-10 01:00:00,210.89494191348837,4632.869238184535,6.042600132981957,1506.4074213947079,85.93110519702185,51.57777681411518,,28.0,Day,115.0,50.89369853290807,Line 1,989,2.835776117819338,34.0
3098,3099,2023-05-10 02:00:00,198.65536037988616,4852.196888758478,4.865089554574519,1518.8655028873836,82.16749345313218,50.262115380147655,24.59965093221965,22.0,Night,91.0,50.68888452493737,Line 3,1004,2.571258129868968,30.0
3099,3100,2023-05-10 03:00:00,184.90300194768542,4874.151988110729,4.60061117237086,1530.1099925908122,90.487464602739,44.782776068322214,24.52791598960238,32.0,Night,92.0,43.36860305694682,Line 1,960,1.8691548779327571,30.0
3100,3101,2023-05-10 04:00:00,181.16097659951848,4868.440183034294,4.850584523179216,1569.3702222458362,92.63541310125147,52.063391786347594,22.890879278930814,37.0,Day,102.0,47.319191500337084,Line 1,1051,2.2304757150258383,24.0
3101,3102,2023-05-10 05:00:00,,5387.042127287632,4.949517457190099,1483.5787683990493,86.18518276195591,51.869986536606085,21.249354895221387,28.0,Night,112.0,59.04078569813619,Line 1,997,1.500831190638464,31.0
3102,3103,2023-05-10 06:00:00,191.70267433671916,4983.534009350888,4.87152918669152,,86.9454284496108,54.13539958899982,31.55315070355553,32.0,Day,96.0,55.15759264374343,Line 1,989,2.189340477932179,31.0
3103,3104,2023-05-10 07:00:00,217.09730385217986,4872.222924636779,4.683651121856417,1475.1473667695795,91.90214100922174,48.89781698120752,21.991534161803795,30.0,Day,127.0,59.25307779330939,Line 3,984,2.2960013607373204,30.0
3104,3105,2023-05-10 08:00:00,,,4.77217091170569,1414.7166821086714,83.04608346610195,51.50871422258861,23.59758593911908,28.0,Day,86.0,52.34132949545902,Line 2,998,1.172565568625214,32.0
3105,3106,2023-05-10 09:00:00,187.27397389494942,5170.7408645743,5.8251047086275864,1491.1485613222158,86.56880572063926,,25.76081165771902,25.0,Night,99.0,53.269350348035495,Line 2,984,2.2537634474183483,37.0
3106,3107,2023-05-10 10:00:00,193.85045184434142,4618.753026180559,4.874080155099048,1573.0046949639038,76.94322257037831,50.237465119486274,18.83220414399922,30.0,Night,111.0,44.13732634925154,Line 2,1025,2.181358455291868,29.0
3107,3108,2023-05-10 11:00:00,210.7064231180536,5022.883650826366,6.072854930297719,1490.813323869669,85.67690857221022,43.31746608568667,29.66024482950207,,Night,93.0,47.479114315600796,Line 1,1034,1.4608592080607963,28.0
3108,3109,2023-05-10 12:00:00,205.55172672649596,4909.409548551126,5.522300194781757,1455.6198307843083,83.9741881931732,38.6669387143684,28.50901902123309,31.0,Day,114.0,52.67998583371032,Line 1,988,2.8404164760105823,29.0
3109,3110,2023-05-10 13:00:00,200.46690914216802,5053.911951545986,4.968480933959674,1519.2421382533164,91.00986737557133,45.940597828476164,20.489763479297416,25.0,Day,86.0,51.94157589183883,Line 2,940,2.283555919013284,25.0
3110,3111,2023-05-10 14:00:00,,4770.8310273075485,5.329070178795739,1544.499994852628,84.14648896538242,41.47285541218511,24.03047953353843,32.0,Night,102.0,46.81267560473505,Line 2,998,1.7592097377019718,30.0
3111,3112,2023-05-10 15:00:00,200.03686491045042,,4.734904728098759,1525.581525763993,83.42708176536998,51.261729828810566,27.868820541728628,31.0,Night,93.0,41.90916783689062,Line 2,1019,,34.0
3112,3113,2023-05-10 16:00:00,201.55841824761526,4972.679645011033,5.533185303205831,,93.03474660151147,44.895605535961415,24.93210203321535,30.0,Day,98.0,54.42552796843025,Line 3,970,1.6600216936099508,26.0
3113,3114,2023-05-10 17:00:00,198.05772391143321,4745.88639548689,5.664757185071528,1453.2278136515915,84.00257099930066,46.72231576130647,27.998903370073524,19.0,Night,108.0,38.058565963498936,Line 1,1027,1.5550818931315356,39.0
3114,3115,2023-05-10 18:00:00,201.021643580469,5372.866689814015,5.298252806801628,1569.4524587591725,88.20911942367097,,29.581850640852362,25.0,Day,94.0,53.31660435734644,Line 2,964,1.7489608301159567,29.0
3115,3116,2023-05-10 19:00:00,,5082.9796067174375,4.747111207170781,1397.3508146456413,92.10657547311169,48.02787893939606,22.512088414407728,33.0,Day,111.0,58.388789321329085,Line 2,966,2.9433267186174428,28.0
3116,3117,2023-05-10 20:00:00,,5184.253840710762,5.297566435607462,1398.4734047416935,,55.934616599144334,26.401905564144442,40.0,Day,98.0,50.683702506149736,Line 1,1006,1.3358904449999751,36.0
3117,3118,2023-05-10 21:00:00,197.36482512469684,4929.2006509300645,4.65211310327782,1426.8493561477317,89.32110577290712,50.19680976228567,21.38853369286411,31.0,Day,108.0,48.40896838272303,Line 2,1011,1.91628926504803,30.0
3118,3119,2023-05-10 22:00:00,203.3014994044724,5042.945351072429,4.307273170935206,1524.009869654459,81.29076825331593,,23.606289413266335,,Day,107.0,,Line 2,1034,1.5698361216605026,32.0
3119,3120,2023-05-10 23:00:00,192.7244393616103,4759.6396926287325,5.130439584840806,1424.5588342025858,88.2516193142637,49.79318918368148,25.207450040788583,29.0,Night,103.0,58.139785020924066,Line 3,990,1.8992393599390152,29.0
3120,3121,2023-05-11 00:00:00,204.20986878799704,4871.975776423187,4.1850270485665995,1468.0839514253532,89.33345229145904,38.408207507085464,25.43916231563423,30.0,Night,,49.22325438717179,Line 2,1004,2.4525122710786413,25.0
3121,3122,2023-05-11 01:00:00,208.29682430955677,4820.227987596088,4.792354002518244,1478.82861981303,82.25163085450227,51.10034755182106,22.451468286150057,28.0,Night,104.0,53.538274482253364,Line 3,1000,2.1634652831981747,29.0
3122,3123,2023-05-11 02:00:00,203.4117511232782,5059.303881455004,5.183984145236293,1537.3168888860769,73.65835313549107,45.32547595511899,26.788833137040683,32.0,Day,85.0,44.66077870185265,Line 3,968,2.1309736808767834,
3123,3124,2023-05-11 03:00:00,194.38348346650577,5341.393509924184,5.7820453238367415,1563.9071557723198,79.71359949835391,49.90379833854013,20.595055880106408,28.0,Night,100.0,47.52974460130197,Line 3,1035,1.8868929887979424,23.0
3124,3125,2023-05-11 04:00:00,200.9601292276444,5180.690809816184,4.6803564523391055,1545.1037902591374,85.77713629290197,46.72116823390654,22.35649610910923,29.0,Day,,55.400623898002,Line 1,982,1.9394881595480777,17.0
3125,3126,2023-05-11 05:00:00,,5362.348866938949,4.49381077824967,1428.46082248823,79.6712801056842,55.920850789036855,28.21688558820608,32.0,Day,111.0,42.71278873510033,Line 3,1031,2.264960103271783,
3126,3127,2023-05-11 06:00:00,201.99290413417705,5158.757224911719,5.394540254657705,1508.933935487303,82.94391186459833,50.215015020904424,,28.0,Day,98.0,49.87845099721478,Line 2,1044,2.1725670152050434,28.0
3127,3128,2023-05-11 07:00:00,214.90012987254784,5084.043323449695,,,87.55601475557611,48.4314260436499,25.814875565380476,25.0,Day,95.0,30.206329276472747,Line 1,989,2.4454518190543135,20.0
3128,3129,2023-05-11 08:00:00,188.41938942438765,4815.511291269212,5.037374555359099,1491.8144338135864,,,29.90404662635545,21.0,Day,,49.254639984515585,Line 1,1015,2.1497469234137836,36.0
3129,3130,2023-05-11 09:00:00,202.06829846424534,5064.662945176432,4.256235641954353,1496.7144947011304,85.40395410415144,51.06121953152538,24.94554455727101,29.0,Night,108.0,45.13833708018019,Line 1,978,1.7881444328454834,31.0
3130,3131,2023-05-11 10:00:00,195.99864197668805,4905.169410431965,5.543219591314236,1476.79253955673,81.67526789730917,48.116660724627216,,29.0,Night,109.0,56.85307112459138,Line 3,961,2.6402724722065276,27.0
3131,3132,2023-05-11 11:00:00,187.54337864180346,,3.945037328356584,1463.7124622498518,94.4089590099097,,20.936634251410617,35.0,Night,93.0,45.349090112903205,Line 1,1011,0.833861953594736,32.0
3132,3133,2023-05-11 12:00:00,187.42070140103513,4728.164852909982,5.097572302512398,1477.5847711305237,81.39064971098979,47.27860184422192,23.23025886246544,26.0,Night,93.0,51.1640475408678,Line 3,1023,2.0414279879548194,27.0
3133,3134,2023-05-11 13:00:00,208.77363591581712,4978.376444852765,5.613001968315514,1465.4332267219793,,50.01592691017872,25.66307074644399,39.0,Night,102.0,,Line 2,1029,3.0662428293555006,17.0
3134,3135,2023-05-11 14:00:00,185.95849160715525,5003.48976811512,5.057147802470248,1550.8131557728136,87.7020229870372,46.226496913579254,21.90557159726074,34.0,Night,96.0,60.55070954279789,Line 2,1008,2.1354676505673176,27.0
3135,3136,2023-05-11 15:00:00,202.98718110404695,5357.306056610605,4.876708409148637,1496.8016917650477,79.77324578287265,51.23433824324321,23.611229271812938,24.0,Day,,49.713677098255964,Line 3,976,2.4544249765652033,22.0
